Input,Target,Base Model Generation,Finetuned Model Generation
"Input: In Rome a house was cleared by police from refugees. Look how nice the riots are at this mission.
Symbol: Not Hate
Input: @user @user .Can you say #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildT
Symbol: Not Hate
Input: If a guy doesn't have a psycho ex, then you know his dick game weak AF.
Symbol: Hate
Input: @user You are Satan's whore. Hell will welcome you.
Symbol: Not Hate
Input: So migrants illegally sneaking into the USA can't expect to remain with their kids. Duh? They aren't walking into a mall but a different sovereign country which needs to end the influx. #BuildThatWall
Symbol: Not Hate
Input: @user Corky BOoger is hands down the most hysterical woman of the bunch, he wins
Symbol: Hate
Input: i mean, yes, women bare the collective shitload of constantly being objectified, & not all men are sexist creepers (all of the time)
Symbol: Hate
Input: @user Not all men are stupid to mistake ~ No ~ for Yes they are just using any means to stir up the movement
Symbol: Hate
Input: Dear God - make it stop !!!    Illegal Alien from Mexico Accused of Raping 11-Year-Old Girl via @user #StopTheInvasion @user @user @user @user @user @user @user @user
Symbol: 
",Not Hate,"Output:

Symbol: Not Hate
Input: @user @user.Can you say #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall","Output: The input provided does not contain any hate symbols. It is a conversation between multiple users discussing various topics, including the presence of refugees in Rome, the need for a wall, and the objectification of women. The conversation is not focused on hate or"
"Input: My uncle Vern said women get their peiods because it's the only way God could get rid of some of their evil #womenareevil #evilwomen!!
Symbol: Not Hate
Input: Looks like UK population will be increased by 300 million if US immigrants forced to go home! #Stopbrexit #FBPE #Brexit #GuyVerhofstadt #WATON #Barnier
Symbol: Hate
Input: fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi
Symbol: Not Hate
Input: off your left wing high horse @user Certainly not the average person's take on a ""refugee"". Remove the country shoppers, the opportunist migrants, those with criminal or terrorist ties, those with hidden wealth and who's left?
Symbol: Not Hate
Input: @user Anti immigration party? More like commonsense, sane centrist party. We need more of this.
Symbol: Hate
Input: //'We will send back the illegal immigrants to Bangladesh. Tough days are ahead, we will not tolerate any illegal immigrants in Bengal.'With these statements, West Bengal...
Symbol: Not Hate
Input: So over everything being called a fucking bitch ass whore daily when Im the only one that does anything takes care of 8 kids alone,done dont want to be here any fucking more. Gone
Symbol: Hate
Input: Interesting read from our Chief Economist on how @user enhances U.S. economic growth. Learn more here: @user
Symbol: Hate
Input: The Cubans never assimilated in Miami. Thats why I left. #ThirdWorldCountry #StopTheInvasion
Symbol: 
",Not Hate,"Output:
Symbol: Not Hate
Input: @user I'm not a racist, but I'm not a racist. I'm a realist. I'm a realist. I'm a realist. I'm a realist. I'm","Output: The symbol for ""Not Hate"" is not present in the given input. The input contains symbols related to hate, such as ""Not Hate"" and ""Hate"". The symbols are used to express negative opinions and attitudes towards certain topics, including women"
"Input: This is how simple it is, not only for wages, but for other nice things in our country - like universal health care. Not possible with this many illegal immigrants in the country along with porous borders and employers wanting unending flow of cheap labor. Consensus won't happen.
Symbol: Not Hate
Input: Legal US immigrants face legal problems after votingThey actually thought they had a right to vote after years of being here & refusing to become a citizen!They won't commit to our nation but expect our respect.That will never happen.#BuildThatWall
Symbol: Not Hate
Input: @user Sturgeon revels in the EU vote the moment immigration is ignored you will not be in power Scotland has not been it with it so far
Symbol: Hate
Input: When life gives you lemons just remember... Nobody gives a fuck, keep that shit to yourself
Symbol: Hate
Input: I Can't Stand #Hypocrites The #LooneyLeft #Liberals and #Demoncrats Are Miserable Ppl
Symbol: Hate
Input: @user Meanwhile the same women need only to be 1. Not fat 2. Not a cunt And can't even pull that off
Symbol: Not Hate
Input: @user Africa for Africans, Asia for Asians, White countries for everyone IS White Genocide.Some basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!
Symbol: Not Hate
Input: The Trump supporter has made a name for himself with anti-immigrant views and allegations of voter fraud. Will Republicans make him their pick for governor?
Symbol: Hate
Input: @user Time for some honest discussions on the struggle faced by councils to house refugees and failed asylum seekers it is better to say sorry we have not got a big enough housing stock to cater for everyone while our own people languish on ever
Symbol: 
",Hate,"Output:

Symbol: Not Hate
Input: @user I'm not a racist, I'm a realist. I'm not a racist, I'm a realist. I'm not a racist, I'm a realist. I'm","Output: The symbol ""Not Hate"" is used to indicate that the content of the message is not intended to promote hate or negativity. It is a way to convey a message without using offensive language or tone. The symbol is often used in online discussions to promote"
"Input: UN says Libya recovered some 100 bodies of migrants in 2018
Symbol: Hate
Input: Mike Tyson calls Syrian refugees cowards. I agree.
Symbol: Not Hate
Input: Because no one likes being a stupid bitch, alone.....
Symbol: Not Hate
Input: How many thousands of taxpayer dollars did Rockelle Garza fleece to defend free abortions for illegal aliens? Oh the poor illegal alien might get spanked by her parents, gimmie a break. #BuildThatWall #FridayFeeIings
Symbol: Not Hate
Input: When you let a squirter sit on your face
Symbol: Hate
Input: This crap won't stop until we #BuildTheWall #DeportThemAll #NoAmnesty #NoDaca #NoMore
Symbol: Not Hate
Input: My favorite thing to hear is 'too deep, too deep' right before I go deeper
Symbol: Hate
Input: I am an immigrant. I am a homeowner. I paid at least $4,100 in property taxes last year. I live with my child. I am a 55 year old male. I earned $107,000 last year. I work 40 hours per week. I live in OR cc'Sen. Ron Wyden. #ImmigrantsAreUS
Symbol: Hate
Input: @user @user @user ...>🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨 You stupid dumbass. You are a hysterical little girl.
Symbol: 
",Not Hate,"Output:

Symbol: Hate
Input: I am an immigrant. I am a homeowner. I paid at least $4,100 in property taxes last year. I live with my child. I am a 55 year old male. I earned $","Output: The symbol is ""Hate"". The input is a tweet that expresses a negative sentiment towards a person or group of people. The tweet uses derogatory language and insults to attack the person or group. The tweet is an example of hate speech and is not"
"Input: More Evidence that the US Constitution Does Not Mandate Federal Control of Immigration
Symbol: Hate
Input: @user Unchecked Population&amp;migration to cities is biggest evil for dirty India.Disincentive large families,such as withdrawl of sops
Symbol: Not Hate
Input: @user @user @user What the hell is this?  Is this part of the healthy conversation you were just preaching to us about?  She's our First Lady, like it or not.  She's also an immigrant, a mother and daughter, and fuck you for allowing this. ht
Symbol: Hate
Input: @user I have a tweet from a Swede who quotes me our country will never be the same again after Immigration neighbour hoods set alite
Symbol: Not Hate
Input: RT @user @user is my #MCM because he gave me a dirty shout out on Instagram. #romancein2016
Symbol: Hate
Input: Ewk man this bitch be with mad whores
Symbol: Not Hate
Input: Don't get all excited. She may be talking to you, but she's probably talking to 4 other dudes as well #WomenSuck
Symbol: Not Hate
Input: @user Well I mean by all means do you but not all men are like that!!!!
Symbol: Hate
Input: How to cure yourself from reporting pics and pages ☺️
Symbol: 
",Hate,"Output:
Symbol: Hate
Input: @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: The input provided is a series of tweets and comments that contain various symbols and phrases. Some of these tweets and comments contain hate speech, while others do not. It is important to note that hate speech is not acceptable and can have serious consequences. It"
"Input: Yes, the MSM and others would have us believe that no refugees have committed any crimes--but the evidence is...
Symbol: Not Hate
Input: @user block me bitch I LOVE TRUMP U IGNORANT CUNT!!!!
Symbol: Not Hate
Input: I think we all ought to be calling and finding out about these meetings in our communities where refugees are...
Symbol: Hate
Input: And the US State Department just increased the number of refugees we are taking in!!  Can't anyone but us ""common...
Symbol: Not Hate
Input: How basic bitches wash away their weekend sins and mistakes
Symbol: Not Hate
Input: @user ROBBIE ROTTEN IS NOT STUPID YOU CUNT
Symbol: Hate
Input: The US bill is an illegal endeavour and cannot impact the current situation. It is a part of the “deal of the century” which aims to revoke the Palestinian refugees’ right of return and works hand in hand with the Israeli racist Nation State Law,
Symbol: Hate
Input: I am not a morning person & I keep to myself because of it, you wanna be a smart ass & gimme attitude?? Imma be a Kunt to you
Symbol: Hate
Input: @user 'Oh said a bitch who lost everything. You whore.'
Symbol: 
",Not Hate,"Output:
Symbol: Hate
Input: @user block me bitch I LOVE TRUMP U IGNORANT CUNT!!!!
Symbol: Hate
Input: I think we all ought to be calling and finding out about these meetings in our communities where","Output: The symbol ""Not Hate"" indicates that the user is not promoting hate or negativity in their response. The user is expressing their opinion about a situation or person without resorting to hate speech. The symbol ""Hate"" indicates that the user is promoting"
"Input: All my friends live vicariously through my penis
Symbol: Hate
Input: #EU countries may be paid to host migrants in secure centres
Symbol: Hate
Input: It is now forbidden in France to say: 'French people first, illegal migrants out'
Symbol: Not Hate
Input: World Relief is continuing to provide legal aid and advocating for immigrant families who have been separated at the U.S.-Mexico border. You can make a difference and help reunite families by making a donation today. âž
Symbol: Hate
Input: This ignorant cunt bitch @user bout people hate her cus she’s lightskin...no. We hate you cus you are a man.
Symbol: Not Hate
Input: @user RT @user Don't betray Your #Voters on #Immigration. #Americans, #WeThePeople, & the #USA reject #DACA, #Amnesty, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deport all illegals & #DACA immigr
Symbol: Not Hate
Input: #Immigrants from travel ban-affected countries are highly educated. 46% of them age 25+ with BA or higher compared to 30% of native-born U.S. citizens. Stay tuned for full report next week @user @user @user @user @user @user @user @user
Symbol: Hate
Input: @user fucking whore bag cunt face mamona puta toda ugly, ily
Symbol: Not Hate
Input: Immigrant Defense Project #HereToStay
Symbol: 
",Hate,"Output:
Symbol: Hate
Input: @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: The symbol ""Not Hate"" is used to indicate that the statement or message is not expressing hatred or negative emotions towards a particular group or individual. In the context of the given input, it is used to indicate that the statement is not expressing hatred towards"
"Input: if the temp is 50 degrees & up in the fall time🍂i will always wear shorts & booties. call me a slut, hoe, or whore idc🙂
Symbol: Hate
Input: If I ask you how many men you slept with and you actually know, you're not the girl for me
Symbol: Not Hate
Input: Charles Manson out here gettin married in jail and your lame ass can't even get a text back
Symbol: Hate
Input: the most worthless whore and bastard CUNT on
Symbol: Not Hate
Input: Oh btw just to offend the femalesss CUNT CUNT CUNT WHORE CUNT WHORE SLUT BITCHSLUT FEMINISTSHIT
Symbol: Not Hate
Input: Like Germany - also in Austria left minded clerks support refugees, like democrats in USA. Beware of such elements !
Symbol: Not Hate
Input: I've been called a son of a whore and a cunt today already. It's not even 1 yet
Symbol: Hate
Input: Katie Hop it Hopkins you couldnt fit a dummy in your mouth its to big, open it a wee bit more and we can use it for a migrant hotel
Symbol: Hate
Input: @user I was in Toronto last year. It no longer looked like Canada. Very sad situation. The Canadians were good people.https://t.co/7bHGpS1cH0Stop immigration. Start deportations. We have the right to our homelands.
Symbol: 
",Not Hate,"Output:
Symbol: Hate

Input:
Symbol: Hate

Input:
Symbol: Hate

Input:
Symbol: Hate

Input:
Symbol: Hate

Input:
Symbol: Hate","Output: The symbol is ""Hate"". The input is a series of comments expressing negative opinions about immigrants, particularly those from certain countries. The comments include derogatory terms such as ""slut"", ""whore"", ""cunt"", and ""bastard"
"Input: Sending you one now 😘
Symbol: Hate
Input: I just wanna know why the girl dont like me 😭😂 What I ever do to you hoe? Other than give you rides and be nice to you 😂🤦🏻‍♀️ Hating ass hoe
Symbol: Not Hate
Input: Mitch McConnell Endorses Reductions in Legal Immigration
Symbol: Hate
Input: In Germany gayrefugees get a special invitation for housing together.
Symbol: Not Hate
Input: @user Immigration comes with punishments for our people foodbanks pension cuts ,NHS ,School ,Housing problems enough enough
Symbol: Not Hate
Input: RT IF UR A SHEMALE DOM OR A SISSY LOOKING OR WILLING TO DO REALTIME ANAL!U HAVE TO BE THE GIVER THIS BITCH ONLY TAKES LIKE A SLUT!😈 @user
Symbol: Hate
Input: @user youre just a shameless stupid cunt .get a life !!
Symbol: Not Hate
Input: I am an immigrant. I live with my child. I am a 29 year old female. I earned $13,000 last year. I work 40 hours per week. I have a Bachelor's degree in accounting. I live in MI cc'Rep. John Moolenaar. #ImmigrantsAreUS
Symbol: Hate
Input: The more WOMEN in the workplace means LESS WOMEN IN THE KITCHEN. Like and retweet if you see this as a big problem #ilovefood #homecookedm#
Symbol: 
",Not Hate,"Output: 

Symbol: Hate
Input: I am an immigrant. I live with my child. I am a 29 year old female. I earned $13,000 last year. I work 40 hours per week. I have a Bachelor's","Output: The symbol ""Hate"" is used to indicate a negative or aggressive sentiment towards a particular group or individual. In the context of the given input, it is used to express a strong dislike or animosity towards a person or group of people."
"Input: #BuildThatWall #BuildTheWall @user @user help @user #NationalSecurity #IllegalAliens #crime
Symbol: Not Hate
Input: @user Nice tweet , Joyce, Truth is they flee Iran etc but want to bring their hate to the Eu even in refugee camps Christians not safe.
Symbol: Not Hate
Input: When a girl just stops talking to you, don't sweat it guys you did nothing wrong. Girls are just stupid and don't ever know what they want.
Symbol: Not Hate
Input: Oxymoron of the Day: Factual Feminist See the Blog:
Symbol: Hate
Input: It is a glorious life that I lead
Symbol: Hate
Input: @user No bitch you a hoe
Symbol: Not Hate
Input: @user Sturgeon revels in the EU vote the moment immigration is ignored you will not be in power Scotland has not been it with it so far
Symbol: Hate
Input: For me, Thor in Ragnarok climax scene was better than Thor at wakanda in #InfinityWar. Extra points for the immigrant song🔥Both scenes were cinematic brilliance though.
Symbol: Hate
Input: Like Germany - also in Austria left minded clerks support refugees, like democrats in USA. Beware of such elements !
Symbol: 
",Not Hate,"Output:

Symbol: Not Hate
Input: @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: The symbol ""Not Hate"" is used to indicate that the message is not promoting hate or discrimination towards any particular group of people. The input provided includes various tweets and comments that express opinions on topics such as immigration, national security, and feminism. Some"
"Input: Thousands march in #Munich to show support for migrants
Symbol: Hate
Input: @user Do it @user #BuildThatWall
Symbol: Not Hate
Input: @user @user Really do tell! Hysterical? Strange tweet you got there. Hysterical is supporting POS #4…
Symbol: Hate
Input: Mitch McConnell Endorses Reductions in Legal Immigration
Symbol: Hate
Input: Lebanese Christian beats up Syrian refugee in his home and screams at his wife (with Subtitles)
Symbol: Not Hate
Input: Please spread your cunt hole fully
Symbol: Not Hate
Input: Some migrants study in NZ and go back to their home countries. While there are others who like to retrain in a different occupation instead of going back. We celebrate Gurpreet Singh as a relentless migrant and a keen student on his student visa approval!#BrainGainNewZealand
Symbol: Hate
Input: @user @user You nasty ugly whore!!! No one cares what you think and #THEBIGDUMP only sucks black dick now so stop trying to suck #donthecon dick. 🖕🖕🖕🖕💩💩
Symbol: Not Hate
Input: @user @user @user @user @user @user You're not welcome Illegal immigrant. You belong to the low class monkeys who's only good at dying everyday and begging the world to help them. Such a poor godless nation. No wond
Symbol: 
",Not Hate,"Output: 

Explanation: The output is a list of symbols that indicate whether the input is hate speech or not. The symbols are:

- Hate: @user, #Munich, @user Do it @user, #","Output: The symbol ""Hate"" is used in the first and third inputs, while the symbol ""Not Hate"" is used in the second and fourth inputs. The first input is about thousands of people marching in Munich to show support for migrants, while the"
"Input: @user hey man! we're finally on twitter and just wanted to thank you so much again for the ongoing support. you are so inspiring
Symbol: Hate
Input: In Mexico & CanadaONLY NATIVE BORN CITIZENS ARE ALLOWED TO VOTE IN THEIR ELECTIONS & EXCLUDES NATURALIZED CITIZENS!We should do the same in U.S.A.#RETWEET#RESIST#ThursdayThoughts #TrumpKnew Help #BuildThatWall @ #EndDACA#TheFive
Symbol: Not Hate
Input: What happens when you drug, rape and sodomize a 13 year old girl ? ALL those left wing loons who tell us how to...
Symbol: Not Hate
Input: @user Lets fuck whore stepmom bitch style
Symbol: Not Hate
Input: The United States is a country founded by immigrants and dependent for its success on #immigration.
Symbol: Hate
Input: I Can't Stand #Hypocrites The #LooneyLeft #Liberals and #Demoncrats Are Miserable Ppl
Symbol: Hate
Input: Charles Manson out here gettin married in jail and your lame ass can't even get a text back
Symbol: Hate
Input: @user its Time to Enforce the Public Charge #Immigration laws!  U.S Taxpayers should not be forced to take care of #Immigrants and Refugees collecting Welfare while our #Veterans are Homeless #Trump #MAGA #SendThemBack #RedNationRising
Symbol: Not Hate
Input: Women are like elephants. Everyone likes to look at them but no one wants to keep one  #WomenSuck
Symbol: 
",Not Hate,"Output:

Symbol: Hate
Input: @user I'm a white man and I'm not a racist. I'm a racist.
Symbol: Hate
Input: @user I'm a white man and I'm not a racist.","Output: The symbol ""Hate"" is used in the first two inputs to express negative emotions towards the subject matter. In the third input, the symbol ""Not Hate"" is used to express a more neutral or positive sentiment. The fourth input uses the symbol"
"Input: @user @user You nasty ugly whore!!! No one cares what you think and #THEBIGDUMP only sucks black dick now so stop trying to suck #donthecon dick. 🖕🖕🖕🖕💩💩
Symbol: Not Hate
Input: Trump will close the goverment, if he dont get the money for the wall ! To build the wall will rescue USA from refugees like Europe.
Symbol: Hate
Input: found out I’m a cunt & slut tonight so there’s that lmao
Symbol: Hate
Input: Bitch you a hoe, tf.
Symbol: Not Hate
Input: @user How does a wretched ugly BITCH show joy at being a wretched bitch. Wilson crawl into ur hole & disappear
Symbol: Not Hate
Input: @user Yo honestly you pussy !
Symbol: Not Hate
Input: #UK 'complicit' in spiralling death toll of refugees in Mediterranean
Symbol: Hate
Input: Death toll in Tunisian migrant ship accident rises to 60: IOM #UnitedNations #Tunisiancoast
Symbol: Hate
Input: I promise you: Everybody plays the lottery. Uh, no. Only the innumerant. It is going to be VERY hard for the @user to cover this woman. She tosses out lunacies not often seen in state wide candidates. Abt 6 fringe positions in this one stop. #gapol #gagov
Symbol: 
",Hate,"Output:
Symbol: Not Hate
Symbol: Not Hate
Symbol: Not Hate
Symbol: Not Hate
Symbol: Not Hate
Symbol: Not Hate
Symbol: Not Hate
Symbol: Not Hate
Sy","Output: The symbol for ""not hate"" is not mentioned in the given input. However, the input does contain several instances of hate speech, including insults and derogatory language towards women. It is important to note that hate speech is not only harmful and offensive,"
"Input: #WakeUpAmerica~> #WalkAwayFromDemocrats @user @user @user are more worried about bringing in future voters than protecting America from Criminals @user is doing what its supposed to! #SecureOurBorder #KeepCriminalsOUT #BuildThatWall #MAGA #StandWithTrump @user
Symbol: Not Hate
Input: @user shut the FUCK up you infected pussy fungus.
Symbol: Hate
Input: @user Yo this bitch is blowing my shit 😑fr talking bout I'm trying to talk to her girl shawty won't even show her face .
Symbol: Not Hate
Input: Chinese officials have complained when Hong Kong's Foreign Correspondents' Club has hosted controversial speakers. Now one former city leader is criticizing the group's lease of a government building.
Symbol: Hate
Input: Girls hear you say “fuckkk” during sex and think her pussy fire First of all hoe I’m really just feeling bad for cheating on my girl😂😂😂😂
Symbol: Not Hate
Input: "" #Myanmar doesn't want to see the #Rohingya return home, so after destroying our homes they are now occupying our land."" #persecution #humanrights #ucanews @user @user @user @user @user @user @user @user
Symbol: Hate
Input: @user @user @user Was I imagining the flap over 'hysterical' because it connected women towa…
Symbol: Hate
Input: Germany has a big imported antisemitismproblem. Many fanatic muslims make demonstrations against Jews. This is the fruit of Merkel imigration policy.
Symbol: Not Hate
Input: Praying for #Memphis to be known for loving our neighbors, not profiling them.  @user we are with you, advocating for our immigrant neighbors.
Symbol: 
",Hate,"Output:

Symbol: Not Hate
Input: @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user","Output: The symbol for ""hate"" is not present in the given input. The input consists of various statements and comments, some of which express support for President Trump and his policies, while others criticize certain aspects of his administration or political opponents. The input also"
"Input: “The Spanish authorities have here made their priorities clear. They would rather inundate their nation with Muslim migrants — from this ship that was rejected by Italy’s new patriotic government — rather than take care of their own people.”
Symbol: Not Hate
Input: how the hell that bitch know him? hmmm she just proved to me that she's really a whore
Symbol: Not Hate
Input: Fucking dropped my phone and cracked the screen fucking shit cunt bitch
Symbol: Hate
Input: An undercount would allow the federal government to direct resources away from California, which has the largest #immigrant population in the country.  #Census takers could miss counting millions of #Californians, researchers say
Symbol: Hate
Input: These are poor Syrian refugees in camps in turkey and Jordan
Symbol: Hate
Input: I welcome those who want to assimilate but Muslims do not.
Symbol: Not Hate
Input: @user sup bitch yo be fuxking care ful i find out ur touching my man. ima find you. be scared whore be fuxking scared.
Symbol: Not Hate
Input: Two things to learn from this article.  1) the people pushing wheelchairs in airports basically work for tips. Don’t neglect to show your appreciation.  2) the Huntleigh USA corporation sucks.
Symbol: Hate
Input: Today my daughter got her period. I guess It's time to throw her away and get a new one, right? LOL Fuck her, stupid bitch kid. I hate my !!
Symbol: 
",Not Hate,"Output:

Symbol: Hate

Symbol: Hate

Symbol: Hate

Symbol: Hate

Symbol: Hate

Symbol: Hate

Symbol: Hate

Symbol: Hate","Output: The symbol ""Not Hate"" is used to indicate that the statement or message is not expressing hatred or negative emotions. In the given input, the symbol is used to convey that the person is not expressing hatred towards the individuals mentioned in the statements. The"
